custom_edit_url	sidebar_label	learn_status	learn_rel_path	keywords	description	meta_yaml	message	most_popular
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/packages.md	Native Linux Distribution packages	Published	Netdata Agent/Installation/Linux		Instructions for how to install Netdata using native DEB or RPM packages.			
https://github.com/netdata/netdata/edit/master/packaging/makeself/README.md	Static binary Linux Packages	Published	Netdata Agent/Installation/Linux		Users can build the static 64-bit binary package that we ship with every release of the open-source Netdata Agent for debugging or specialize purposes.			
https://github.com/netdata/netdata/edit/master/docs/learn/switching-install-types.md	Switch Install Types and Release Channels	Published	Netdata Agent/Installation/Linux					
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/offline.md	Offline systems	Published	Netdata Agent/Installation/Linux		Install the Netdata Agent on offline/air gapped systems to benefit from real-time, per-second monitoring without connecting to the internet.			
https://github.com/netdata/netdata/edit/master/packaging/windows/WINDOWS_INSTALLER.md	Windows	Published	Netdata Agent/Installation/Windows					
https://github.com/netdata/netdata/edit/master/docs/install/windows-release-channels.md	Switching Install Types and Release Channels	Published	Netdata Agent/Installation/Windows		Guide to choosing and switching between different Netdata Windows installation methods and release channels			
https://github.com/netdata/netdata/edit/master/packaging/docker/README.md	Docker	Published	Netdata Agent/Installation					
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/kubernetes.md	Kubernetes	Published	Netdata Agent/Installation		Deploy Netdata to monitor a Kubernetes cluster to monitor the health, performance, resource utilization, and application metrics of a Kubernetes cluster in real time.			
https://github.com/netdata/helmchart/edit/master/charts/netdata/README.md	Kubernetes Helm chart reference	Published	Netdata Agent/Installation					
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/macos.md	macOS	Published	Netdata Agent/Installation					
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/freebsd.md	FreeBSD	Published	Netdata Agent/Installation		Install Netdata on FreeBSD to monitor the health and performance of bare metal or VMs with thousands of real-time, per-second metrics.			
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/pfsense.md	pfSense	Published	Netdata Agent/Installation		Install Netdata on pfSense to monitor the health and performance of firewalls with thousands of real-time, per-second metrics.			
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/synology.md	Synology	Published	Netdata Agent/Installation		The Netdata Agent can be installed on AMD64-compatible NAS systems using the 64-bit pre-compiled static binary.			
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/ansible.md	Ansible	Published	Netdata Agent/Installation		Deploy an infrastructure monitoring solution in minutes with the Netdata Agent and Ansible. Use and customize a simple playbook for monitoring as code.			
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/aws.md	AWS	Published	Netdata Agent/Installation		The Netdata Agent runs on all popular cloud providers, but often requires additional steps and configuration for full functionality.			
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/azure.md	Azure	Published	Netdata Agent/Installation		The Netdata Agent runs on all popular cloud providers, but often requires additional steps and configuration for full functionality.			
https://github.com/netdata/netdata/edit/master/packaging/installer/methods/gcp.md	GCP	Published	Netdata Agent/Installation		The Netdata Agent runs on all popular cloud providers, but often requires additional steps and configuration for full functionality.			
								
https://github.com/netdata/netdata/edit/master/docs/category-overview-pages/maintenance-operations-on-netdata-agents.md	Maintenance	Published	Netdata Agent/Maintenance					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/start-stop-restart.md	Service Control	Published	Netdata Agent/Maintenance		Manage the Netdata Agent daemon, load configuration changes, and troubleshoot stuck processes on systemd and non-systemd nodes.			
https://github.com/netdata/netdata/edit/master/packaging/installer/UPDATE.md	Update	Published	Netdata Agent/Maintenance		If you opted out of automatic updates, you need to update your Netdata Agent to the latest nightly or stable version.			
https://github.com/netdata/netdata/edit/master/packaging/installer/REINSTALL.md	Reinstall	Published	Netdata Agent/Maintenance		Troubleshooting installation issues or force an update of the Netdata Agent by reinstalling it using the same method you used during installation.			
https://github.com/netdata/netdata/edit/master/packaging/installer/UNINSTALL.md	Uninstall	Published	Netdata Agent/Maintenance		If you are no longer interested in using the Netdata Agent, use the self-contained uninstaller to remove all traces of binaries and configuration files.			
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/backup-and-restore-an-agent.md	Backup and restore an Agent	Published	Netdata Agent/Maintenance		What actions you need to do to backup and Agent and restore it.			
								
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/sizing-netdata-agents/README.md	Resource Utilization	Published	Netdata Agent/Resource Utilization					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/sizing-netdata-agents/cpu-requirements.md	CPU	Published	Netdata Agent/Resource Utilization					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/sizing-netdata-agents/ram-requirements.md	RAM	Published	Netdata Agent/Resource Utilization					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/sizing-netdata-agents/bandwidth-requirements.md	Bandwidth	Published	Netdata Agent/Resource Utilization					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/sizing-netdata-agents/disk-requirements-and-retention.md	Disk & Retention	Published	Netdata Agent/Resource Utilization					
								
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/README.md	Configuration	Published	Netdata Agent/Configuration		Netdata is zero-configuration for most users, but complex infrastructures may require you to tweak some of the Agent's granular settings.			
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/dynamic-configuration.md	Dynamic Configuration Manager	Published	Netdata Agent/Configuration					
https://github.com/netdata/netdata/edit/master/src/daemon/config/README.md	Daemon	Published	Netdata Agent/Configuration		The Netdata Agent's daemon is installed preconfigured to collect thousands of metrics every second, but is highly configurable for real-world workloads.			
https://github.com/netdata/netdata/edit/master/src/database/CONFIGURATION.md	Database	Published	Netdata Agent/Configuration		With a single configuration change, the Netdata Agent can store days, weeks, or months of metrics at its famous per-second granularity.			
https://github.com/netdata/netdata/edit/master/src/registry/CONFIGURATION.md	Registry	Published	Netdata Agent/Configuration		Netdata utilizes a central registry of machines/person GUIDs, URLs, and opt-in account information to provide unified cross-server dashboards.			
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/securing-netdata-agents.md	Securing Agents	Published	Netdata Agent/Configuration/Securing Agents		Your data and systems are safe with Netdata, but we recommend a few easy ways to improve the security of your infrastructure.			
https://github.com/netdata/netdata/edit/master/src/web/server/README.md	Web Server Reference	Published	Netdata Agent/Configuration/Securing Agents		The Netdata Agent's local static-threaded web server serves dashboards and real-time visualizations with security and DDoS protection.			
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/running-the-netdata-agent-behind-a-reverse-proxy/README.md	Running the Agent behind a reverse proxy	Published	Netdata Agent/Configuration/Securing Agents/Running the Agent behind a reverse proxy					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/running-the-netdata-agent-behind-a-reverse-proxy/Running-behind-nginx.md	Nginx	Published	Netdata Agent/Configuration/Securing Agents/Running the Agent behind a reverse proxy					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/running-the-netdata-agent-behind-a-reverse-proxy/Running-behind-haproxy.md	HAProxy	Published	Netdata Agent/Configuration/Securing Agents/Running the Agent behind a reverse proxy					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/running-the-netdata-agent-behind-a-reverse-proxy/Running-behind-apache.md	Apache	Published	Netdata Agent/Configuration/Securing Agents/Running the Agent behind a reverse proxy					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/running-the-netdata-agent-behind-a-reverse-proxy/Running-behind-lighttpd.md	Lighttpd v1.4.x	Published	Netdata Agent/Configuration/Securing Agents/Running the Agent behind a reverse proxy					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/running-the-netdata-agent-behind-a-reverse-proxy/Running-behind-caddy.md	Caddy	Published	Netdata Agent/Configuration/Securing Agents/Running the Agent behind a reverse proxy					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/running-the-netdata-agent-behind-a-reverse-proxy/Running-behind-h2o.md	H2O	Published	Netdata Agent/Configuration/Securing Agents/Running the Agent behind a reverse proxy					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/optimize-the-netdata-agents-performance.md	Performance Optimization	Published	Netdata Agent/Configuration		While the Netdata Agent is designed to monitor a system with only 1% CPU, you can optimize its performance for low-resource systems.			
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/organize-systems-metrics-and-alerts.md	Organize systems, metrics, and alerts	Published	Netdata Agent/Configuration					
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/using-custom-ca-certificates-with-netdata.md	Using custom CA certificates with Netdata	Published	Netdata Agent/Configuration					
https://github.com/netdata/netdata/edit/master/src/daemon/README.md	Daemon	Published	Netdata Agent					
https://github.com/netdata/netdata/edit/master/src/database/README.md	Database	Published	Netdata Agent					
https://github.com/netdata/netdata/edit/master/src/libnetdata/log/README.md	Logging	Published	Netdata Agent					
https://github.com/netdata/netdata/edit/master/src/registry/README.md	Registry	Published	Netdata Agent		Netdata utilizes a central registry of machines/person GUIDs, URLs, and opt-in account information to provide unified cross-server dashboards.			
https://github.com/netdata/netdata/edit/master/src/cli/README.md	Agent CLI	Published	Netdata Agent		The Netdata Agent includes a command-line experience for reloading health configuration, reopening log files, halting the daemon, and more.			
https://github.com/netdata/netdata/edit/master/docs/learn/node-identities.md	Node Identities	Published	Netdata Agent	guid,machine guid,node id,claimed id,identity	Understanding how Netdata identifies nodes across Agents Parents and Cloud			
https://github.com/netdata/netdata/edit/master/docs/learn/vm-templates.md	VM Templates	Published	Netdata Agent	vm,template,clone,kvm,proxmox,vagrant,terraform	Prepare VM templates so each clone gets a unique Netdata identity			
https://github.com/netdata/netdata/edit/master/docs/netdata-agent/configuration/anonymous-telemetry-events.md	Anonymous telemetry events	Published	Netdata Agent					
								
								
								
								
								
								
https://github.com/netdata/netdata/edit/master/docs/deployment-guides/deployment-with-centralization-points.md	Netdata Parents	Published	Netdata Parents					
https://github.com/netdata/netdata/edit/master/docs/observability-centralization-points/best-practices.md	Parent Configuration Best Practices	Published	Netdata Parents					
https://github.com/netdata/netdata/edit/master/src/streaming/README.md	Parent-Child Configuration Reference	Published	Netdata Parents					
https://github.com/netdata/netdata/edit/master/docs/deployment-guides/deployment-strategies.md	Configuration Examples	Published	Netdata Parents					
https://github.com/netdata/netdata/edit/master/docs/streaming-routing.md	Streaming Routing Reference	Published	Netdata Parents					
https://github.com/netdata/netdata/edit/master/docs/nodes-ephemerality.md	Node Types and Lifecycle Reference	Published	Netdata Parents					
								
								
https://github.com/netdata/netdata/edit/master/docs/netdata-cloud/README.md	Netdata Cloud	Published	Netdata Cloud					
https://github.com/netdata/netdata/edit/master/src/claim/README.md	Connect Agent	Published	Netdata Cloud					
https://github.com/netdata/netdata/edit/master/docs/netdata-cloud/organize-your-infrastructure-invite-your-team.md	Spaces and Rooms	Published	Netdata Cloud/Spaces and Rooms					
https://github.com/netdata/netdata/edit/master/docs/netdata-cloud/node-rule-based-room-assignment.md	Node Rule-Based Room Assignment	Published	Netdata Cloud/Spaces and Rooms					
https://github.com/netdata/netdata/edit/master/docs/netdata-cloud/authentication-and-authorization/README.md	Authentication & Authorization	Published	Netdata Cloud/Authentication & Authorization					
https://github.com/netdata/netdata/edit/master/docs/netdata-cloud/authentication-and-authorization/enterprise-sso-authentication.md	Enterprise SSO Authentication	Published	Netdata Cloud/Authentication & Authorization					
https://github.com/netdata/netdata/edit/master/integrations/cloud-authentication/integrations/oidc.md	OIDC	Published	Netdata Cloud/Authentication & Authorization/Cloud Authentication & Authorization Integrations	['sso', 'oidc']		https://github.com/netdata/netdata/edit/master/integrations/cloud-authentication/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE AUTHENTICATION'S metadata.yaml FILE	
https://github.com/netdata/netdata/edit/master/integrations/cloud-authentication/integrations/okta_sso.md	Okta SSO	Published	Netdata Cloud/Authentication & Authorization/Cloud Authentication & Authorization Integrations	['sso', 'okta', 'okta-sso']		https://github.com/netdata/netdata/edit/master/integrations/cloud-authentication/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE AUTHENTICATION'S metadata.yaml FILE	
https://github.com/netdata/netdata/edit/master/integrations/cloud-authentication/integrations/scim.md	SCIM	Published	Netdata Cloud/Authentication & Authorization/Cloud Authentication & Authorization Integrations	['scim', 'identity-management']		https://github.com/netdata/netdata/edit/master/integrations/cloud-authentication/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE AUTHENTICATION'S metadata.yaml FILE	
https://github.com/netdata/netdata/edit/master/docs/netdata-cloud/authentication-and-authorization/role-based-access-model.md	Role-based access model	Published	Netdata Cloud/Authentication & Authorization		Explanation of Netdata roles and permissions linked to them			
https://github.com/netdata/netdata/edit/master/docs/netdata-cloud/authentication-and-authorization/api-tokens.md	API Tokens	Published	Netdata Cloud/Authentication & Authorization					
https://github.com/netdata/netdata/edit/master/docs/netdata-cloud/view-plan-and-billing.md	Netdata Plans & Billing	Published	Netdata Cloud					
https://github.com/netdata/netdata/edit/master/src/aclk/README.md	Agent-Cloud Link (ACLK)	Published	Netdata Cloud		The Agent-Cloud link (ACLK) is the mechanism responsible for connecting a Netdata agent to Netdata Cloud.			
https://github.com/netdata/netdata/edit/master/docs/learn/remove-node.md	Remove Agent	Published	Netdata Cloud					
https://github.com/netdata/netdata/edit/master/docs/netdata-cloud/node-states-and-transitions.md	Node States and Transitions	Published	Netdata Cloud	node states,live,stale,offline,unseen,transitions	Understanding node connection states and state transitions in Netdata Cloud			
https://github.com/netdata/netdata/edit/master/docs/learn/unclaim-reclaim-node.md	Unclaim and Reclaim a Node	Published	Netdata Cloud					
https://github.com/netdata/netdata/edit/master/docs/delete/netdata/account.md	Account Deletion	Published	Netdata Cloud					
								
https://github.com/netdata/netdata-cloud-onprem/edit/master/docs/learn.netdata.cloud/README.md	Netdata Cloud On-Prem	Published	Netdata Cloud On-Prem					
https://github.com/netdata/netdata-cloud-onprem/edit/master/docs/learn.netdata.cloud/installation.md	Installation	Published	Netdata Cloud On-Prem					
https://github.com/netdata/netdata-cloud-onprem/edit/master/docs/learn.netdata.cloud/sbom.md	Software Bill of Materials	Published	Netdata Cloud On-Prem					
https://github.com/netdata/netdata-cloud-onprem/edit/master/docs/learn.netdata.cloud/image-signature-verification.md	Container Image Signature Verification	Published	Netdata Cloud On-Prem					
https://github.com/netdata/netdata-cloud-onprem/edit/master/docs/learn.netdata.cloud/hardening-guide.md	Security Hardening Guide	Published	Netdata Cloud On-Prem					
https://github.com/netdata/netdata-cloud-onprem/edit/master/docs/learn.netdata.cloud/netpol.md	Kubernetes Network Policy Configuration	Published	Netdata Cloud On-Prem					
https://github.com/netdata/netdata-cloud-onprem/edit/master/docs/learn.netdata.cloud/poc-without-k8s.md	PoC without K8s	Published	Netdata Cloud On-Prem					
https://github.com/netdata/netdata-cloud-onprem/edit/master/docs/learn.netdata.cloud/ecr-mirror.md	Mirroring image registry	Published	Netdata Cloud On-Prem					
https://github.com/netdata/netdata-cloud-onprem/edit/master/docs/learn.netdata.cloud/troubleshooting.md	Troubleshooting	Published	Netdata Cloud On-Prem					
https://github.com/netdata/netdata-cloud-onprem/edit/master/netdata-cloud-onprem/RELEASE-NOTES.md	Release Notes	Published	Netdata Cloud On-Prem					
								
								
								
https://github.com/netdata/netdata/edit/master/src/collectors/README.md	Collecting Metrics	Published	Collecting Metrics					
https://github.com/netdata/netdata/edit/master/src/collectors/REFERENCE.md	Collectors configuration	Published	Collecting Metrics					
https://github.com/netdata/agent-service-discovery/edit/master/README.md	Service discovery	Published	Collecting Metrics					
https://github.com/netdata/netdata/edit/master/src/collectors/statsd.plugin/README.md	StatsD	Published	Collecting Metrics					
https://github.com/netdata/netdata/edit/master/src/crates/netdata-otel/otel-plugin/README.md	OpenTelemetry Metrics	Published	Collecting Metrics/OpenTelemetry		Ingesting storing and visualizing OpenTelemetry metrics			
https://github.com/netdata/netdata/edit/master/docs/observability-centralization-points/metrics-centralization-points/README.md	Metrics Centralization Points	Published	Netdata Parents/Metrics Centralization Points					
https://github.com/netdata/netdata/edit/master/docs/observability-centralization-points/metrics-centralization-points/configuration.md	Configuring Metrics Centralization Points	Published	Netdata Parents/Metrics Centralization Points					
https://github.com/netdata/netdata/edit/master/docs/observability-centralization-points/metrics-centralization-points/sizing-netdata-parents.md	Sizing Netdata Parents	Published	Netdata Parents/Metrics Centralization Points					
https://github.com/netdata/netdata/edit/master/docs/observability-centralization-points/metrics-centralization-points/clustering-and-high-availability-of-netdata-parents.md	Clustering and High Availability of Netdata Parents	Published	Netdata Parents/Metrics Centralization Points					
https://github.com/netdata/netdata/edit/master/docs/observability-centralization-points/metrics-centralization-points/replication-of-past-samples.md	Replication of Past Samples	Published	Netdata Parents/Metrics Centralization Points					
https://github.com/netdata/netdata/edit/master/docs/observability-centralization-points/metrics-centralization-points/faq.md	FAQ on Metrics Centralization Points	Published	Netdata Parents/Metrics Centralization Points					
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/snmp/profile-format.md	SNMP Profile Format	Published	Collecting Metrics		Learn how Netdata’s SNMP collector uses profiles.			
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/alamos_fe2_server.md	Alamos FE2 server	Published	Collecting Metrics/APM			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/collectors/python.d.plugin/go_expvar/README.md	Go applications (EXPVAR)	Published	Collecting Metrics/APM	['go', 'expvar', 'application']		https://github.com/netdata/netdata/edit/master/src/collectors/python.d.plugin/go_expvar/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/google_pagespeed.md	Google Pagespeed	Published	Collecting Metrics/APM	['cloud services', 'cloud computing', 'google cloud services']		https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/gpsd.md	gpsd	Published	Collecting Metrics/APM			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/ibm_aix_systems_njmon.md	IBM AIX systems Njmon	Published	Collecting Metrics/APM			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/jmx.md	JMX	Published	Collecting Metrics/APM			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/nrpe_daemon.md	NRPE daemon	Published	Collecting Metrics/APM			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/phpdaemon/README.md	phpDaemon	Published	Collecting Metrics/APM	['phpdaemon', 'php']		https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/phpdaemon/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/sysload.md	Sysload	Published	Collecting Metrics/APM			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/vscode.md	VSCode	Published	Collecting Metrics/APM			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/yourls_url_shortener.md	YOURLS URL Shortener	Published	Collecting Metrics/APM			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/fail2ban/README.md	Fail2ban	Published	Collecting Metrics/Authentication and Authorization	['fail2ban', 'security', 'authentication', 'authorization']		https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/fail2ban/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/freeradius/README.md	FreeRADIUS	Published	Collecting Metrics/Authentication and Authorization	['freeradius', 'radius']		https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/freeradius/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/openldap/README.md	OpenLDAP	Published	Collecting Metrics/Authentication and Authorization	['openldap', 'RBAC', 'Directory access']		https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/openldap/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/radius.md	RADIUS	Published	Collecting Metrics/Authentication and Authorization			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/tacacs.md	TACACS	Published	Collecting Metrics/Authentication and Authorization			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/chia.md	Chia	Published	Collecting Metrics/Blockchain Servers			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/cryptowatch.md	Cryptowatch	Published	Collecting Metrics/Blockchain Servers			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/geth/README.md	Go-ethereum	Published	Collecting Metrics/Blockchain Servers	['geth', 'ethereum', 'blockchain']		https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/geth/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	True
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/concourse.md	Concourse	Published	Collecting Metrics/CICD Platforms			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/gitlab_runner.md	GitLab Runner	Published	Collecting Metrics/CICD Platforms			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/integrations/jenkins.md	Jenkins	Published	Collecting Metrics/CICD Platforms			https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/prometheus/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/puppet/README.md	Puppet	Published	Collecting Metrics/CICD Platforms	['puppet']		https://github.com/netdata/netdata/edit/master/src/go/plugin/go.d/collector/puppet/metadata.yaml	DO NOT EDIT THIS FILE DIRECTLY, IT IS GENERATED BY THE COLLECTOR'S metadata.yaml FILE	False
